id,ts,amount,currency,channel,upi_id_masked,merchant_id,merchant_hash,description,category_l1,category_l2,city_state,is_ambiguous,evidence_tokens,reason_hints,source_template
1218,2025-11-03T07:57:09,3163.29,INR,IMPS,08xxxxx045@okhdfc,02dc160d-cea6-43ca-b7f5-476b48c12ce3,901fa3f629ea,Money  sent  to  LIC  (08xxxxx045@okhdfc)  on  GPay.  Rs  3163.29.  Ref  REF#163631932475.,Financial,Insurance,"Mumbai, MH",false,"[""lic""]","[""template: gpay_sms""]",gpay_sms
1008,2025-11-01T11:30:17,881.15,INR,CARD,user79xxx@jiopay,cab3b346-58bc-4d78-91e2-91d32c3c3837,c286a468dc6f,HDFC Acct XX4870 debited Rs 881.15 via UPI to JioFiber. RefNo 90281991127013.,Utilities,Internet,"Mumbai, MH",false,"[""fiber"", ""jiofiber""]","[""template: bank_hdfc""]",bank_hdfc
1063,2025-11-07T06:39:15,780.09,INR,GPay,16xxxxx482@okaxis,e3c0f9da-4392-435e-be4e-f0ad28a3c529,00a6de869933,icici: rs 780.09 spent via upi to airtel 16xxxxx482@okaxis. rrn 36453541480509.,Utilities,Mobile,"Bengaluru, KA",false,"[""airtel""]","[""template: bank_icici""]",bank_icici
1036,2025-11-06T20:53:15,897.08,INR,IMPS,14xxxxx864@okhdfc,,59997bb8d41b,Paid to 14xxxxx864@okhdfc Rs 89708 Ref 520682935865077,Utilities,Internet,"Hyderabad, TS",true,[],"[""template: ambig_2"", ""no merchant name""]",ambig_2
1078,2025-11-10T23:16:32,723.89,INR,Paytm,user80xxx@okhdfc,f9601368-254d-44b0-af4a-dd37de84bd63,00a6de869933,UPI txn to user80xxx@okhdfc of Rs 723.89 on 18-Nov. Ref REF#934014951679859.,Utilities,Mobile,"Kolkata, WB",false,[],"[""template: upi_generic_1""]",upi_generic_1
1102,2025-11-09T08:39:07,646.78,INR,IMPS,91xxxxx024@paytm,6853b008-4479-435c-9f88-48918b0bddb6,4068d7747861,money  sent  to  bescom  (91xxxxx024@paytm)  on  gpay.  rs  646.78.  ref  ref#7240535712731.,Utilities,Electricity,"Kolkata, WB",false,"[""bescom""]","[""template: gpay_sms""]",gpay_sms
1391,2025-11-05T09:54:47,862.16,INR,UPI,user12xxx@axl,839a5c54-8a07-4be3-a80e-909e1f165c15,8af627a841ee,PAID  RS  86216  TO  MYNTRA  VIA  UPI  USER12XXX@AXL  UTR  REF#89359458849328,Shopping,Online,"Hyderabad, TS",false,"[""myntra""]","[""template: upi_generic_2""]",upi_generic_2
1203,2025-11-06T21:58:14,6000.0,INR,Paytm,96xxxxx546@axl,b042e149-3364-486d-bdf1-9bdd47413c0c,f6e6b0b8236b,Debited Rs 6000.0 from a/c XX2636 to SBI Cards. UPI:REF#743314157454073.,Financial,EMI,"Pune, MH",false,"[""sbi""]","[""template: paytm_sms""]",paytm_sms
1005,2025-11-04T19:59:29,592.1,INR,PhonePe,user86xxx@okaxis,655a30f7-5b10-4201-9222-509c757ebd47,acf313bfb3da,ICICI: Rs 592.1 spent via UPI to ACT Fibernet user86xxx@okaxis. RRN 172939839047.,Utilities,Internet,"Kolkata, WB",false,"[""fiber"", ""act""]","[""template: bank_icici""]",bank_icici
1254,2025-11-02T22:52:49,9600.0,INR,CARD,user25xxx@okhdfc,,87f8ed4fdf2a,Paid to user25xxx@okhdfc Rs 9600.0. Ref 653052355990422.,Housing,Rent,"Bengaluru, KA",true,[],"[""template: ambig_2"", ""no merchant name""]",ambig_2
1042,2025-11-07T13:07:49,793.07,INR,IMPS,user38xxx@jio,,bc4ef571a030,UPI 157809453129130 Rs 793.07.,Utilities,Internet,"Mumbai, MH",true,[],"[""template: ambig_3"", ""no merchant name""]",ambig_3
1370,2025-11-05T16:11:27,373.5,INR,UPI,user64xxx@axl,b24ee1aa-970d-400c-9cf5-7163dbfc0258,855a135a3f6c,Paid  Rs  373.5  to  Metro  Card  via  UPI  user64xxx@axl.  UTR  REF#2208739913810.,Transport,Metro,"Mumbai, MH",false,"[""metro""]","[""template: upi_generic_2""]",upi_generic_2
1146,2025-11-02T07:17:31,622.74,INR,UPI,user06xxx@okaxis,,5ea644ebfa9c,UPI txn to user06xxx@okaxis Rs 622.74 RRN 96864358375934.,Utilities,DTH,"Delhi, DL",true,[],"[""template: ambig_1"", ""no merchant name""]",ambig_1
1132,2025-11-02T07:10:26,472.05,INR,GPay,user89xxx@ybl,,51729c2901fb,UPI  txn  to  user89xxx@ybl  Rs  47205  RRN  973308989558644,Utilities,DTH,"Kolkata, WB",true,[],"[""template: ambig_1"", ""no merchant name""]",ambig_1
1405,2025-11-02T12:59:06,103562.04,INR,CARD,user00xxx@icici,7ffe5183-06cd-45ff-81a7-2773227c69ec,d88d7738361f,Money sent to Solutions Pvt Ltd (user00xxx@icici) on GPay. Rs 103562.04. Ref REF#2958822249475.,Income,Salary,"Pune, MH",false,"[""solutions""]","[""template: gpay_sms""]",gpay_sms
1164,2025-11-03T22:10:12,5300.0,INR,CARD,62xxxxx542@paytm,d575d351-9f7f-4a3d-a996-5f129abe66a7,f6e6b0b8236b,money  sent  to  sbi  cards  (62xxxxx542@paytm)  on  gpay.  rs  5300.0.  ref  ref#321567819018825.,Financial,EMI,"Kolkata, WB",false,[],"[""template: gpay_sms""]",gpay_sms
